StockCode,Description,TotalRevenue,TotalQuantity,UniqueInvoices,UniqueCustomers
22380,TOY TIDY SPACEBOY  ,2266.35,1152,195,114
22381,TOY TIDY PINK POLKADOT,6225.38,3167,289,133
22382,LUNCH BAG SPACEBOY DESIGN ,15820.15,9875,988,490
22383,LUNCH BAG SUKI  DESIGN ,3334.7,2118,144,122
22383,LUNCH BAG SUKI DESIGN ,15332.9,9570,899,399
22384,LUNCH BAG PINK POLKADOT,16303.3,10226,931,444
22385,JUMBO BAG SPACEBOY DESIGN,15320.75,8243,478,247
22386,JUMBO BAG PINK POLKADOT,37254.36,20148,871,372
22389,PAPERWEIGHT SAVE THE PLANET,596.91,329,36,36
22390,PAPERWEIGHT CHILDHOOD MEMORIES,405.62,259,30,24
22391,PAPERWEIGHT HOME SWEET HOME,186.06,146,18,18
22393,PAPERWEIGHT VINTAGE COLLAGE,612.28,485,49,43
22394,PAPERWEIGHT KINGS CHOICE ,190.79999999999998,160,16,16
22395,PAPERWEIGHT VINTAGE PAISLEY,130.26,134,15,15
22396,MAGNETS PACK OF 4 RETRO PHOTO,568.76,1176,107,87
22398,MAGNETS PACK OF 4 SWALLOWS,1528.29,2544,228,167
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1309.9,1130,87,71
22400,MAGNETS PACK OF 4 HOME SWEET HOME,711.87,1386,143,112
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1005.7199999999999,1701,144,107
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,569.36,1222,85,72
22405,MONEY BOX POCKET MONEY DESIGN,348.69,345,54,46
22406,MONEY BOX KINGS CHOICE DESIGN,336.89,319,64,49
22407,MONEY BOX FIRST ADE DESIGN,62.5,50,13,11
22407,MONEY BOX FIRST AID DESIGN,34.32,43,10,9
22408,MONEY BOX CONFECTIONERY DESIGN,140.25,136,22,20
22409,MONEY BOX BISCUITS DESIGN,270.0,216,45,36
22410,MONEY BOX HOUSEKEEPING DESIGN,212.88,223,46,34
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20116.38,10490,790,375
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1778.4,874,113,73
22413,METAL SIGN TAKE IT OR LEAVE IT ,10638.45,3687,351,228
22414,DOORMAT NEIGHBOURHOOD WITCH ,1645.67,253,70,37
22415,WHITE TISSUE REAM,151.05,19,13,13
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1102.3999999999999,800,56,47
22416,SET OF 36 SPACEBOY PAPER DOILIES,72.5,50,7,7
22417,PACK OF 60 SPACEBOY CAKE CASES,4128.389999999999,8097,407,270
22418,10 COLOUR SPACEBOY PEN,5209.17,6267,242,179
22419,LIPSTICK PEN RED,1232.34,2803,157,94
22420,LIPSTICK PEN BABY PINK,499.91,1198,84,55
22421,LIPSTICK PEN FUSCHIA,794.78,1924,120,80
22422,TOOTHPASTE TUBE PEN,396.6,970,73,53
22423,REGENCY CAKESTAND 3 TIER,142264.75,12384,1704,881
22424,ENAMEL BREAD BIN CREAM,8493.5,711,326,189
22425,ENAMEL COLANDER CREAM,2086.11,434,141,110
22426,ENAMEL WASH BOWL CREAM,2228.05,659,144,104
22427,ENAMEL FLOWER JUG CREAM,11421.130000000001,1991,441,311
22428,ENAMEL FIRE BUCKET CREAM,1528.73,221,92,75
22429,ENAMEL MEASURING JUG CREAM,4916.04,1184,315,227
22430,ENAMEL WATERING CAN CREAM,2621.85,539,161,131
22431,WATERING CAN BLUE ELEPHANT,3682.7499999999995,1979,275,159
22432,WATERING CAN PINK BUNNY,3092.7799999999997,1644,234,158
22433,WATERING CAN GREEN DINOSAUR,2487.5299999999997,1341,189,121
22434,BALLOON PUMP WITH 10 BALLOONS,1511.48,774,112,94
22435,SET OF 9 HEART SHAPED BALLOONS,3245.79,2671,213,153
22436,12 COLOURED PARTY BALLOONS,1359.65,2089,139,105
22437,SET OF 9 BLACK SKULL BALLOONS,2261.65,2745,174,140
22438,BALLOON ART MAKE YOUR OWN FLOWERS,801.45,887,68,66
22439,6 ROCKET BALLOONS ,1172.9,1762,156,116
22440,BALLOON WATER BOMB PACK OF 35,2244.06,5873,138,100
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2061.0,990,167,130
22442,GROW YOUR OWN FLOWERS SET OF 3,1177.8,292,74,68
22443,GROW YOUR OWN HERBS SET OF 3,1208.4,152,80,60
22444,GROW YOUR OWN PLANT IN A CAN ,934.26,762,33,29
22445,PENCIL CASE LIFE IS BEAUTIFUL,1359.3500000000001,469,93,72
22446,PIN CUSHION BABUSHKA PINK,432.99,161,38,25
22447,PIN CUSHION BABUSHKA BLUE,223.95000000000002,75,16,16
22448,PIN CUSHION BABUSHKA RED,576.3100000000001,187,34,29
22449,SILK PURSE BABUSHKA PINK,1214.3300000000002,364,87,65
22450,SILK PURSE BABUSHKA BLUE,610.6500000000001,183,52,41
22451,SILK PURSE BABUSHKA RED,654.1500000000001,201,38,35
22452,MEASURING TAPE BABUSHKA PINK,1094.8000000000002,388,66,53
22453,MEASURING TAPE BABUSHKA BLUE,948.7500000000001,333,46,38
22454,MEASURING TAPE BABUSHKA RED,639.0,228,37,31
22456,NATURAL SLATE CHALKBOARD LARGE ,6813.400000000001,1448,303,220
22457,NATURAL SLATE HEART CHALKBOARD ,24089.170000000002,8427,967,587
22458,CAST IRON HOOK GARDEN FORK,1371.4299999999998,513,14,12
22459,CAST IRON HOOK GARDEN TROWEL,962.73,375,15,12
22460,EMBOSSED GLASS TEALIGHT HOLDER,2855.59,2368,162,118
22461,SAVOY ART DECO CLOCK,1251.25,231,45,35
22464,HANGING METAL HEART LANTERN,4789.71,3183,278,191
22465,HANGING METAL STAR LANTERN,2828.08,1958,159,119
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1717.1999999999998,912,81,74
22466,FAIRY TALE COTTAGE NIGHTLIGHT,3352.7999999999997,2016,69,51
22467,GUMBALL COAT RACK,17488.55,7652,570,262
22468,BABUSHKA LIGHTS STRING OF 10,3032.39,467,116,82
22469,HEART OF WICKER SMALL,28217.09,16768,961,573
22470,HEART OF WICKER LARGE,28479.65,9577,801,485
22471,TV DINNER TRAY AIR HOSTESS ,1092.73,359,64,53
22472,TV DINNER TRAY DOLLY GIRL,1224.17,291,80,58
22473,TV DINNER TRAY VINTAGE PAISLEY,1239.3899999999999,437,79,58
22474,SPACEBOY TV DINNER TRAY,1009.04,244,83,70
22475,SKULL DESIGN TV DINNER TRAY,1211.1000000000001,278,109,49
22476,EMPIRE UNION JACK TV DINNER TRAY,2145.8199999999997,810,78,61
22477,WATERING CAN GARDEN MARKER,1765.6,1280,70,63
22478,BIRDHOUSE GARDEN MARKER ,1929.35,1411,76,59
22479,DAISY GARDEN MARKER,1513.1,1078,54,48
22480,RED TEA TOWEL CLASSIC DESIGN,728.52,612,67,57
22481,BLACK TEA TOWEL CLASSIC DESIGN,607.74,692,84,68
22482,BLUE TEA TOWEL CLASSIC DESIGN,523.52,448,48,40
22483,RED GINGHAM TEDDY BEAR ,2029.9800000000002,722,130,91
22485,SET OF 2 WOODEN MARKET CRATES,5652.9,462,165,142
22486,PLASMATRONIC LAMP,288.94,52,10,9
22487,WHITE WOOD GARDEN PLANT LADDER,6768.86,723,379,278
22488,NATURAL SLATE RECTANGLE CHALKBOARD,4635.26,2910,309,211
22489,PACK OF 12 TRADITIONAL CRAYONS,3754.4700000000003,9313,318,232
22491,PACK OF 12 COLOURED PENCILS,3120.64,3898,200,162
22492,MINI PAINT SET VINTAGE ,16039.24,26076,325,213
22493,PAINT YOUR OWN CANVAS SET,3737.28,2352,176,125
22494,EMERGENCY FIRST AID TIN ,1102.64,890,119,79
22495,SET OF 2 ROUND TINS CAMEMBERT ,512.23,241,65,60
22496,SET OF 2 ROUND TINS DUTCH CHEESE,474.14000000000004,242,69,63
22497,SET OF 2 TINS VINTAGE BATHROOM ,752.25,177,59,50
22498,WOODEN REGATTA BUNTING,1356.6000000000001,228,96,68
22499,WOODEN UNION JACK BUNTING,9928.83,1734,296,217
22500,SET OF 2 TINS JARDIN DE PROVENCE,826.5500000000001,235,85,78
22501,PICNIC BASKET WICKER LARGE,10799.0,1192,257,187
22502,PICNIC BASKET WICKER 60 PIECES,39619.5,61,2,1
22502,PICNIC BASKET WICKER SMALL,7728.85,1424,232,175
22503,CABIN BAG VINTAGE PAISLEY,1279.2,64,16,15
22504,CABIN BAG VINTAGE RETROSPOT,3012.4,160,39,31
22505,MEMO BOARD COTTAGE DESIGN,6286.39,1361,262,186
22507,MEMO BOARD RETROSPOT  DESIGN,12411.02,2786,348,230
22508,DOORSTOP RETROSPOT HEART,5919.46,1511,236,177
22509,SEWING BOX RETROSPOT DESIGN ,1923.85,203,80,71
22510,GINGHAM BABUSHKA DOORSTOP,400.87,209,41,34
22511,RETROSPOT BABUSHKA DOORSTOP,455.87,245,48,44
22512,DOORSTOP RACING CAR DESIGN,232.25,117,32,28
22513,DOORSTOP FOOTBALL DESIGN,404.98,134,51,37
22514,CHILDS GARDEN SPADE BLUE,537.0,260,75,61
22515,CHILDS GARDEN SPADE PINK,488.70000000000005,237,63,53
22516,CHILDS GARDEN RAKE BLUE,348.0,170,41,35
22517,CHILDS GARDEN RAKE PINK,366.9,179,54,48
22518,CHILDS GARDEN BRUSH BLUE,663.3000000000001,333,57,44
22519,CHILDS GARDEN BRUSH PINK,741.0,370,65,53
22520,CHILDS GARDEN TROWEL BLUE ,599.25,705,105,88
22521,CHILDS GARDEN TROWEL PINK,508.29999999999995,598,94,81
22522,CHILDS GARDEN FORK BLUE ,757.89,921,120,100
22523,CHILDS GARDEN FORK PINK,716.55,843,118,98
22524,CHILDRENS GARDEN GLOVES BLUE,721.0,592,65,55
22525,CHILDRENS GARDEN GLOVES PINK,553.5,458,52,42
22526,WHEELBARROW FOR CHILDREN ,1406.4,112,67,55
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,328.92,814,61,52
22530,MAGIC DRAWING SLATE DOLLY GIRL ,1430.7,3511,181,143
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1347.66,3291,163,127
22532,MAGIC DRAWING SLATE LEAP FROG ,360.06,1063,66,54
22533,MAGIC DRAWING SLATE BAKE A CAKE ,605.52,1740,78,68
22534,MAGIC DRAWING SLATE SPACEBOY ,1735.5,4331,202,172
22535,MAGIC DRAWING SLATE BUNNIES ,630.1800000000001,1713,110,88
22536,MAGIC DRAWING SLATE PURDEY,1780.92,4718,144,109
22537,MAGIC DRAWING SLATE DINOSAUR,762.72,1816,135,115
22538,MINI JIGSAW GO TO THE FAIR,151.07999999999998,386,26,25
22539,MINI JIGSAW DOLLY GIRL,1049.1499999999999,2821,85,74
22540,MINI JIGSAW CIRCUS PARADE ,915.78,2451,65,50
22541,MINI JIGSAW LEAP FROG,180.62,465,21,19
22543,MINI JIGSAW BAKE A CAKE ,515.77,1434,39,32
22544,MINI JIGSAW SPACEBOY,1627.04,4411,124,101
22545,MINI JIGSAW BUNNIES,390.69,1088,47,40
22546,MINI JIGSAW PURDEY,767.41,2064,59,50
22547,MINI JIGSAW DINOSAUR ,279.51,738,50,41
22548,HEADS AND TAILS SPORTING FUN,2095.46,1871,179,149
22549,PICTURE DOMINOES,4235.59,2991,244,195
22550,HOLIDAY FUN LUDO,3810.71,1102,176,136
22551,PLASTERS IN TIN SPACEBOY,12138.6,7656,579,339
22553,PLASTERS IN TIN SKULLS,6461.25,4033,440,281
22554,PLASTERS IN TIN WOODLAND ANIMALS,11620.93,7297,587,351
22555,PLASTERS IN TIN STRONGMAN,9444.14,5874,449,294
22556,PLASTERS IN TIN CIRCUS PARADE ,9588.71,5947,521,305
22557,PLASTERS IN TIN VINTAGE PAISLEY ,7331.84,4564,480,315
22558,CLOTHES PEGS RETROSPOT PACK 24 ,12525.21,8405,639,363
22559,SEASIDE FLYING DISC,472.77,387,39,33
22560,TRADITIONAL MODELLING CLAY,9281.47,7990,336,229
22561,WOODEN SCHOOL COLOURING SET,9064.62,5690,395,288
22562,MONSTERS STENCIL CRAFT,1710.42,1390,190,149
22563,HAPPY STENCIL CRAFT,3244.6,2777,252,171
22564,ALPHABET STENCIL CRAFT,2999.19,2668,165,120
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,711.6099999999999,817,108,85
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,716.28,828,118,94
22567,20 DOLLY PEGS RETROSPOT,3017.5,2346,182,135
22568,FELTCRAFT CUSHION OWL,11756.8,3277,417,244
22569,FELTCRAFT CUSHION BUTTERFLY,9632.98,2692,294,192
22570,FELTCRAFT CUSHION RABBIT,10672.31,3012,324,202
22571,ROCKING HORSE RED CHRISTMAS ,1807.6,2200,176,152
22572,ROCKING HORSE GREEN CHRISTMAS ,1039.24,1252,126,114
22573,STAR WOODEN CHRISTMAS DECORATION,2036.56,2440,154,127
22574,HEART WOODEN CHRISTMAS DECORATION,1851.99,2121,157,131
22575,METAL MERRY CHRISTMAS WREATH,1154.25,619,76,61
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1217.78,1418,125,102
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3415.8999999999996,9782,463,343
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3164.0799999999995,9628,433,332
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1664.2899999999997,4805,276,226
22580,ADVENT CALENDAR GINGHAM SACK,4775.780000000001,838,167,127
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,704.02,1088,98,83
22582,PACK OF 6 SWEETIE GIFT BOXES,2496.76,1029,77,73
22583,PACK OF 6 HANDBAG GIFT BOXES,1346.4,528,77,73
22584,PACK OF 6 PANETTONE GIFT BOXES,513.9100000000001,226,14,14
22584,PACK OF 6 PANNETONE GIFT BOXES,4975.030000000001,2012,139,117
22585,PACK OF 6 BIRDY GIFT TAGS,7135.95,6051,319,241
22586,FELTCRAFT HAIRBAND PINK AND BLUE,676.5999999999999,796,117,100
22587,FELTCRAFT HAIRBAND RED AND BLUE,715.6999999999999,842,120,103
22588,CARD HOLDER GINGHAM HEART,1724.42,602,135,110
22589,CARDHOLDER GINGHAM STAR,940.49,323,57,46
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1250.84,374,63,53
22592,CARDHOLDER HOLLY WREATH METAL,1886.08,506,91,79
22593,CHRISTMAS GINGHAM STAR,1735.27,2047,138,106
22594,CHRISTMAS GINGHAM TREE,1480.06,1744,125,93
22595,CHRISTMAS GINGHAM HEART,450.48,552,30,29
22595,GINGHAM HEART DECORATION,4817.33,5951,331,251
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3535.2,3264,234,196
22597,CHRISTMAS MUSICAL ZINC HEART ,29.75,35,5,5
22597,MUSICAL ZINC HEART DECORATION ,943.64,2498,113,90
22598,CHRISTMAS MUSICAL ZINC TREE,290.16999999999996,811,51,42
22599,CHRISTMAS MUSICAL ZINC STAR,528.2099999999999,1489,70,58
22600,CHRISTMAS RETROSPOT STAR WOOD,1301.84,1538,143,120
22601,CHRISTMAS RETROSPOT ANGEL WOOD,1824.87,2235,150,121
22602,CHRISTMAS RETROSPOT HEART WOOD,93.5,110,10,10
22602,RETROSPOT WOODEN HEART DECORATION,1552.22,1850,164,132
22603,CHRISTMAS RETROSPOT TREE WOOD,1088.1299999999999,1293,125,111
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2642.86,1171,108,77
22605,WOODEN CROQUET GARDEN SET,9555.98,709,240,181
22606,WOODEN SKITTLES GARDEN SET,4304.849999999999,303,132,110
22607,WOODEN ROUNDERS GARDEN SET ,11561.34,1265,303,224
22608,PENS ASSORTED FUNKY JEWELED ,977.89,4897,84,63
22609,PENS ASSORTED SPACEBALL,1206.2,5564,118,89
22610,PENS ASSORTED FUNNY FACE,2313.7400000000002,9110,171,123
22611,VINTAGE UNION JACK SHOPPING BAG,1016.85,219,40,36
22613,PACK OF 20 SPACEBOY NAPKINS,1150.3799999999999,1488,114,82
22614,PACK OF 12 SPACEBOY TISSUES,960.6099999999999,2955,170,132
22615,PACK OF 12 CIRCUS PARADE TISSUES ,617.8399999999999,2022,69,61
22616,PACK OF 12 LONDON TISSUES ,7261.7699999999995,25329,382,195
22617,BAKING SET SPACEBOY DESIGN,10210.89,2153,424,296
22618,COOKING SET RETROSPOT,621.66,66,25,23
22619,SET OF 6 SOLDIER SKITTLES,8571.25,2370,340,250
22620,4 TRADITIONAL SPINNING TOPS,5952.83,4486,364,260
22621,TRADITIONAL KNITTING NANCY,9294.57,5893,509,366
22622,BOX OF VINTAGE ALPHABET BLOCKS,13035.66,1295,231,174
22623,BOX OF VINTAGE JIGSAW BLOCKS ,5019.67,918,219,165
22624,IVORY KITCHEN SCALES,14638.73,1765,620,376
22625,RED KITCHEN SCALES,11836.23,1471,449,292
22626,BLACK KITCHEN SCALES,4134.03,501,183,134
22627,MINT KITCHEN SCALES,6574.29,789,304,193
22628,PICNIC BOXES SET OF 3 RETROSPOT ,3607.3,774,118,85
22629,SPACEBOY LUNCH BOX ,24673.14,13908,704,322
22630,DOLLY GIRL LUNCH BOX,20104.09,11323,616,287
22631,CIRCUS PARADE LUNCH BOX ,6114.83,3371,256,168
22632,HAND WARMER RED POLKA DOT,225.0,120,18,2
22632,HAND WARMER RED RETROSPOT,8513.52,4268,341,258
22633,HAND WARMER UNION JACK,9516.960000000001,4730,441,300
22634,CHILDS BREAKFAST SET SPACEBOY ,6652.0,728,203,155
22635,CHILDS BREAKFAST SET DOLLY GIRL ,6053.05,656,180,143
22636,CHILDS BREAKFAST SET CIRCUS PARADE,4656.3,566,182,141
22637,PIGGY BANK RETROSPOT ,6298.37,2615,262,188
22638,SET OF 4 NAPKIN CHARMS CROWNS ,394.42,255,38,37
22639,SET OF 4 NAPKIN CHARMS HEARTS,1730.82,762,127,101
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,341.67,185,41,33
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,225.92,112,24,23
22642,SET OF 4 NAPKIN CHARMS STARS   ,516.8,253,43,39
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,331.29,183,30,29
22644,CERAMIC CHERRY CAKE MONEY BANK,2315.73,2043,188,146
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2243.94,1748,233,161
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4745.3099999999995,3919,279,185
22647,CERAMIC LOVE HEART MONEY BANK,429.84999999999997,721,36,34
22649,STRAWBERRY FAIRY CAKE TEAPOT,3638.9,748,160,86
22650,CERAMIC PIRATE CHEST MONEY BANK,1122.95,791,106,78
22651,GENTLEMAN SHIRT REPAIR KIT ,1602.72,1992,94,73
22652,TRAVEL SEWING KIT,7779.11,4859,394,263
22653,BUTTON BOX ,2020.71,1071,118,73
22654,DELUXE SEWING KIT ,5968.67,1057,222,157
22655,VINTAGE RED KITCHEN CABINET,8125.0,60,38,34
22656,VINTAGE BLUE KITCHEN CABINET,3685.0,26,20,17
22659,LUNCH BOX I LOVE LONDON,19316.17,11075,504,213
22660,DOORMAT I LOVE LONDON,2157.33,327,69,56
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4011.19,5065,343,172
22662,LUNCH BAG DOLLY GIRL DESIGN,10330.99,6527,598,310
22663,JUMBO BAG DOLLY GIRL DESIGN,6006.33,3096,317,171
22664,TOY TIDY DOLLY GIRL DESIGN,1178.18,642,102,62
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3422.0600000000004,1218,231,163
22666,RECIPE BOX PANTRY YELLOW DESIGN,20838.620000000003,7366,828,471
22667,RECIPE BOX RETROSPOT ,7896.85,2851,441,233
22668,PINK BABY BUNTING,5415.66,1954,204,162
22669,RED BABY BUNTING ,2969.65,1027,167,143
22670,FRENCH WC SIGN BLUE METAL,2192.74,1753,208,141
22671,FRENCH LAUNDRY SIGN BLUE METAL,1463.66,918,103,75
22672,FRENCH BATHROOM SIGN BLUE METAL,2227.62,1382,158,125
22673,FRENCH GARDEN SIGN BLUE METAL,956.83,769,110,85
22674,FRENCH TOILET SIGN BLUE METAL,1531.71,1270,144,106
22675,FRENCH KITCHEN SIGN BLUE METAL,1420.14,1173,123,94
22676,FRENCH BLUE METAL DOOR SIGN 1,1301.14,1038,138,61
22677,FRENCH BLUE METAL DOOR SIGN 2,1092.51,874,113,59
22678,FRENCH BLUE METAL DOOR SIGN 3,939.93,750,102,59
22679,FRENCH BLUE METAL DOOR SIGN 4,809.32,646,91,54
22680,FRENCH BLUE METAL DOOR SIGN 5,929.97,743,100,61
22681,FRENCH BLUE METAL DOOR SIGN 6,785.57,627,81,45
22682,FRENCH BLUE METAL DOOR SIGN 7,773.11,618,79,52
22683,FRENCH BLUE METAL DOOR SIGN 8,720.57,575,80,54
22684,FRENCH BLUE METAL DOOR SIGN 9,576.9,462,60,41
22685,FRENCH BLUE METAL DOOR SIGN 0,678.15,543,70,49
22686,FRENCH BLUE METAL DOOR SIGN No,997.2,859,73,39
22687,DOORMAT CHRISTMAS VILLAGE,2991.7,568,35,30
22688,DOORMAT PEACE ON EARTH BLUE,3442.04,700,27,26
22689,DOORMAT MERRY CHRISTMAS RED ,4340.44,614,112,94
22690,DOORMAT HOME SWEET HOME BLUE ,9619.99,1595,261,198
22691,DOORMAT WELCOME SUNRISE,2260.69,343,95,65
22692,DOORMAT WELCOME TO OUR HOME,9451.58,1376,338,231
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17226.2,15940,239,167
22694,WICKER STAR ,3328.8,1608,303,228
22695,WICKER WREATH SMALL,850.87,695,96,82
22696,WICKER WREATH LARGE,1303.4599999999998,692,123,108
22697,GREEN REGENCY TEACUP AND SAUCER,17735.54,6406,691,387
22698,PINK REGENCY TEACUP AND SAUCER,14663.29,5307,556,319
22699,ROSES REGENCY TEACUP AND SAUCER ,24827.250000000004,9119,783,423
22700,BLACK AND WHITE DOG BOWL,2578.78,1192,48,41
22701,PINK DOG BOWL,613.24,436,52,39
22702,BLACK AND WHITE CAT BOWL,2661.8999999999996,1357,43,35
22703,PINK CAT BOWL,249.42,168,40,30
22704,WRAP RED APPLES ,2157.0,5250,173,129
22705,WRAP GREEN PEARS ,787.5,1875,74,61
22706,WRAP COWBOYS  ,845.0,2050,69,64
22707,WRAP MONSTER FUN ,525.0,1250,47,41
22708,WRAP DOLLY GIRL,1149.5,2775,99,79
22709,WRAP WEDDING DAY,528.5,1325,39,38
22710,WRAP I LOVE LONDON ,1742.5,4425,100,79
22711,WRAP CIRCUS PARADE,1171.34,2827,100,89
22712,CARD DOLLY GIRL ,1701.21,4271,213,141
22713,CARD I LOVE LONDON ,1286.92,3249,149,109
22714,CARD BIRTHDAY COWBOY,1324.89,3367,155,125
22715,CARD WEDDING DAY,615.24,1506,98,78
22716,CARD CIRCUS PARADE,1267.23,3076,214,167
22717,CARD DOG AND BALL ,487.08,1170,87,69
22718,CARD CAT AND TREE ,636.48,1536,104,70
22719,GUMBALL MONOCHROME COAT RACK,508.07,463,34,25
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,33298.3,7010,1146,640
22721,SET OF 3 CAKE TINS SKETCHBOOK,3942.82,908,246,183
22722,SET OF 6 SPICE TINS PANTRY DESIGN,20482.600000000002,5360,653,393
22723,SET OF 6 HERB TINS SKETCHBOOK,3686.1400000000003,1054,235,170
22725,ALARM CLOCK BAKELIKE CHOCOLATE,6559.26,1772,322,171
22726,ALARM CLOCK BAKELIKE GREEN,20839.15,5630,789,322
22727,ALARM CLOCK BAKELIKE RED ,25868.95,7206,877,388
22728,ALARM CLOCK BAKELIKE PINK,18539.09,5066,613,291
22729,ALARM CLOCK BAKELIKE ORANGE,7984.38,2179,359,179
22730,ALARM CLOCK BAKELIKE IVORY,10259.36,2721,468,241
22731,3D CHRISTMAS STAMPS STICKERS ,1361.95,1075,105,85
22732,3D VINTAGE CHRISTMAS STICKERS ,1930.38,1522,126,102
22733,3D TRADITIONAL CHRISTMAS STICKERS,1882.31,1471,141,119
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8040.27,2839,329,278
22735,RIBBON REEL SOCKS AND MITTENS,1097.88,668,86,73
22736,RIBBON REEL MAKING SNOWMEN ,1807.31,1091,152,130
22737,RIBBON REEL CHRISTMAS PRESENT ,2073.74,1226,187,148
22738,RIBBON REEL SNOWY VILLAGE,3193.03,1991,176,147
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2676.39,1571,204,168
22740,POLKADOT PEN,5475.25,6625,107,89
22741,FUNKY DIVA PEN,7010.94,8328,155,107
22742,MAKE YOUR OWN PLAYTIME CARD KIT,1236.2400000000002,624,88,77
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2018.8100000000002,863,148,115
22744,MAKE YOUR OWN MONSOON CARD KIT,1892.14,830,146,123
22745,POPPY'S PLAYHOUSE BEDROOM ,3673.15,1780,316,216
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2724.62,1315,252,179
22747,POPPY'S PLAYHOUSE BATHROOM,1794.6,876,169,123
22748,POPPY'S PLAYHOUSE KITCHEN,3916.91,1887,346,233
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8022.76,2210,401,275
22750,FELTCRAFT PRINCESS LOLA DOLL,7095.69,1945,378,247
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5434.85,1511,251,184
22752,SET 7 BABUSHKA NESTING BOXES,12639.79,1651,297,188
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,613.78,917,166,98
22754,SMALL RED BABUSHKA NOTEBOOK ,1104.74,1800,194,120
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1010.23,1574,193,110
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,546.88,554,93,68
22757,LARGE RED BABUSHKA NOTEBOOK ,949.21,1008,113,81
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,939.52,1120,127,85
22759,SET OF 3 NOTEBOOKS IN PARCEL,8267.25,5197,319,253
22760,"TRAY, BREAKFAST IN BED",3089.85,259,66,50
22761,CHEST 7 DRAWER MA CAMPAGNE,821.3,34,24,21
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2070.95,145,87,74
22763,KEY CABINET MA CAMPAGNE,1855.6999999999998,190,93,76
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",74.85,3,2,2
22765,NEWSPAPER STAND,257.37,25,3,3
22766,PHOTO FRAME CORNICE,9277.28,3176,454,278
22767,TRIPLE PHOTO FRAME CORNICE ,6932.83,761,208,152
22768,FAMILY PHOTO FRAME CORNICE,7636.889999999999,836,233,184
22769,CHALKBOARD KITCHEN ORGANISER,137.7,6,3,3
22770,MIRROR CORNICE,1223.25,83,55,44
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6803.17,5657,321,168
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3831.72,3269,170,84
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2227.52,1840,145,82
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2292.27,1983,97,56
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3017.37,2492,145,79
22776,"CAKESTAND, 3 TIER, LOVEHEART",19.9,2,1,1
22776,SWEETHEART 3 TIER CAKE STAND ,2174.1,222,122,99
22776,SWEETHEART CAKESTAND 3 TIER,8366.65,891,326,252
22777,GLASS BELL JAR LARGE,17.0,2,1,1
22777,GLASS CLOCHE LARGE,2581.45,329,41,36
22778,GLASS BELL JAR SMALL,15.8,4,1,1
22778,GLASS CLOCHE SMALL,2727.95,755,107,79
22779,WOODEN OWLS LIGHT GARLAND ,5768.6,1532,147,88
22780,LIGHT GARLAND BUTTERFILES PINK,5018.84,1340,130,82
22781,GUMBALL MAGAZINE RACK,3909.1400000000003,532,160,118
